N,a [mm],d [mm],my_theta [deg],p [mm],Freq [MHz],L [uH],R [¦¸],Q
4,40,1.4,9.9,1.2,6.78,0.662334726,0.251502203,112.1877129
4,40,1.6,9.9,0.4,6.78,0.749334192,0.409676689,77.91908764
4,40,1.6,9.9,0.6,6.78,0.709470147,0.334347027,90.3953774
4,40,1.6,9.9,0.8,6.78,0.667476713,0.314746651,90.34093134
4,40,1.6,9.9,1,6.78,0.636923189,0.251881634,107.7209368
4,40,1.6,9.9,1.2,6.78,0.603778746,0.239633885,107.3344549
4,40,1.8,9.9,0.4,6.78,0.689199087,0.361480869,81.22111343
4,40,1.8,9.9,0.6,6.78,0.653089444,0.304951754,91.23281834
4,40,1.8,9.9,0.8,6.78,0.623511632,0.248534852,106.8727106
4,40,1.8,9.9,1,6.78,0.589149518,0.233361516,107.5488698
4,40,1.8,9.9,1.2,6.78,0.560556726,0.215574442,110.7724751
4,40,0.8,29.9,0.4,6.78,0.97337363,0.652088929,63.58904628
4,40,0.8,29.9,0.6,6.78,0.970407566,0.407033892,101.5624487
4,40,0.8,29.9,0.8,6.78,0.901380895,0.412942417,92.98832294
4,40,0.8,29.9,1,6.78,0.856707515,0.352508139,103.5316152
4,40,0.8,29.9,1.2,6.78,0.81213722,0.321121271,107.7382462
4,40,1,29.9,0.4,6.78,0.949073008,0.384050388,105.273964
4,40,1,29.9,0.6,6.78,0.881195875,0.39488314,95.06341829
4,40,1,29.9,0.8,6.78,0.830843097,0.353904003,100.0099254
4,40,1,29.9,1,6.78,0.785695316,0.317139336,105.5391552
4,40,1,29.9,1.2,6.78,0.73393311,0.325933612,95.92612339
4,40,1.2,29.9,0.4,6.78,0.857073033,0.422174429,86.48394019
4,40,1.2,29.9,0.6,6.78,0.810427055,0.355630711,97.0787632
4,40,1.2,29.9,0.8,6.78,0.723644211,0.451243676,68.31617249
4,40,1.2,29.9,1,6.78,0.722912308,0.29282043,105.170468
4,40,1.2,29.9,1.2,6.78,0.676942914,0.308175851,93.57568288
4,40,1.4,29.9,0.4,6.78,0.791911208,0.360543183,93.5683051
4,40,1.4,29.9,0.6,6.78,0.745987204,0.335976587,94.58710328
4,40,1.4,29.9,0.8,6.78,0.702736529,0.303711668,98.56905996
4,40,1.4,29.9,1,6.78,0.669090463,0.252789102,112.7550638
4,40,1.4,29.9,1.2,6.78,0.637683769,0.239078119,113.6253136
4,40,1.6,29.9,0.4,6.78,0.728105516,0.333023272,93.13851281
4,40,1.6,29.9,0.6,6.78,0.68402112,0.301822668,96.54442917
4,40,1.6,29.9,0.8,6.78,0.646403671,0.275404541,99.98671035
4,40,1.6,29.9,1,6.78,0.621111181,0.231570702,114.2602834
4,40,1.6,29.9,1.2,6.78,0.58623519,0.223212096,111.8829013
4,40,1.8,29.9,0.4,6.78,0.660229787,0.366346885,76.77364737
4,40,1.8,29.9,0.6,6.78,0.632041219,0.266197788,101.1464213
4,40,1.8,29.9,0.8,6.78,0.60222275,0.236660211,108.4030428
4,40,1.8,29.9,1,6.78,0.569472417,0.218792557,110.8791049
4,40,1.8,29.9,1.2,6.78,0.538366482,0.206698304,110.9559671
4,40,1.8,30,1.2,6.78,0.538617618,0.202513738,113.3014918
4,40,0.8,49.9,0.4,6.78,0.97784389,0.480129234,86.76027877
4,40,0.8,49.9,0.6,6.78,0.930746821,0.36959519,107.2790238
4,40,0.8,49.9,0.8,6.78,0.863596984,0.407167323,90.35407875
4,40,0.8,49.9,1,6.78,0.818341943,0.351408246,99.20474022
4,40,0.8,49.9,1.2,6.78,0.766351234,0.338372221,96.48120556
4,40,1,49.9,0.4,6.78,0.907541622,0.365694446,105.7201449
4,40,1,49.9,0.6,6.78,0.845508711,0.376715541,95.61237624
4,40,1,49.9,0.8,6.78,0.797556537,0.33712944,100.7800018
4,40,1,49.9,1,6.78,0.747891969,0.33543612,94.98140856
4,40,1,49.9,1.2,6.78,0.706694234,0.305529444,98.53443725
4,40,1.2,49.9,0.4,6.78,0.82151867,0.404937032,86.4250233
4,40,1.2,49.9,0.6,6.78,0.771341732,0.366183308,89.7341695
4,40,1.2,49.9,0.8,6.78,0.736452366,0.298262138,105.1855538
4,40,1.2,49.9,1,6.78,0.695087671,0.28378591,104.3417988
4,40,1.2,49.9,1.2,6.78,0.62204124,0.360269531,73.55313818
4,40,1.4,49.9,0.4,6.78,0.757644682,0.352818662,91.47946006
4,40,1.4,49.9,0.6,6.78,0.614290741,0.527617757,49.59799587
4,40,1.4,49.9,0.8,6.78,0.666338728,0.328820354,86.32685616
4,40,1.4,49.9,1,6.78,0.634335833,0.270145379,100.030229
4,40,1.4,49.9,1.2,6.78,0.613626581,0.221053727,118.254012
4,40,1.6,49.9,0.4,6.78,0.694192824,0.352213724,83.9621225
4,40,1.6,49.9,0.6,6.78,0.659791551,0.280547513,100.1866578
4,40,1.6,49.9,0.8,6.78,0.62214689,0.256396094,103.3691849
4,40,1.6,49.9,1,6.78,0.593807207,0.229272633,110.3323346
4,40,1.6,49.9,1.2,6.78,0.56419426,0.208839672,115.0867227
4,40,1.8,49.9,0.4,6.78,0.638266013,0.327658128,82.98323006
4,40,1.8,49.9,0.6,6.78,0.600517312,0.281900195,90.74855486
4,40,1.8,49.9,0.8,6.78,0.578729664,0.222638916,110.7348256
4,40,1.8,49.9,1,6.78,0.547951778,0.209059093,111.6561996
4,40,1.8,49.9,1.2,6.78,0.517266397,0.201963902,109.106362
4,40,0.8,69.9,0.4,6.78,0.930586378,0.475229223,83.41864173
4,40,0.8,69.9,0.6,6.78,0.888224616,0.35391006,106.9152016
4,40,0.8,69.9,0.8,6.78,0.823635226,0.394461004,88.94886252
4,40,0.8,69.9,1,6.78,0.773519843,0.385026466,85.58357779
4,40,0.8,69.9,1.2,6.78,0.735043063,0.397682095,78.73834958
4,40,1,69.9,0.4,6.78,0.868537644,0.34676444,106.6998118
4,40,1,69.9,0.6,6.78,0.810444824,0.346762047,99.56379861
4,40,1,69.9,0.8,6.78,0.755920181,0.372028139,86.55849826
4,40,1,69.9,1,6.78,0.718252947,0.310437055,98.56288881
4,40,1,69.9,1.2,6.78,0.677225941,0.322070459,89.57612172
4,40,1.2,69.9,0.4,6.78,0.785614606,0.39608636,84.49465259
4,40,1.2,69.9,0.6,6.78,0.740798225,0.338769401,93.15481735
4,40,1.2,69.9,0.8,6.78,0.702907815,0.295867581,101.2070003
4,40,1.2,69.9,1,6.78,0.663554944,0.282724233,99.9823679
4,40,1.2,69.9,1.2,6.78,0.629682658,0.256396579,104.6210485
4,40,1.4,69.9,0.4,6.78,0.706931673,0.484826966,62.11553575
4,40,1.4,69.9,0.6,6.78,0.687723708,0.276710294,105.8761749
4,40,1.4,69.9,0.8,6.78,0.63910541,0.31232715,87.1710582
4,40,1.4,69.9,1,6.78,0.613381126,0.252014269,103.6847393
4,40,1.4,69.9,1.2,6.78,0.587118946,0.21574311,115.9307705
4,40,1.6,69.9,0.4,6.78,0.664258672,0.332019536,85.2281688
4,40,1.6,69.9,0.6,6.78,0.578426683,0.458334687,53.76196766
4,40,1.6,69.9,0.8,6.78,0.594698162,0.255082131,99.31757868
4,40,1.6,69.9,1,6.78,0.568409777,0.217834348,111.159028
4,40,1.6,69.9,1.2,6.78,0.538337447,0.2055989,111.5432684
4,40,1.8,69.9,0.4,6.78,0.60776611,0.322739471,80.22208749
4,40,1.8,69.9,0.6,6.78,0.52974935,0.374205502,60.3072917
4,40,1.8,69.9,0.8,6.78,0.554358459,0.21519776,109.7393778
4,40,1.8,69.9,1,6.78,0.524151162,0.203142087,109.9173386
4,40,1.8,69.9,1.2,6.78,0.493641325,0.194590883,108.0683654
4,40,0.8,89.9,0.4,6.78,0.889661057,0.485761048,78.02098982
4,40,0.8,89.9,0.6,6.78,0.847230331,0.348054195,103.6965208
4,40,0.8,89.9,0.8,6.78,0.785677976,0.396018213,84.51600934
4,40,0.8,89.9,1,6.78,0.671182477,0.473914583,60.33233023
4,40,1,89.9,0.4,6.78,0.826843522,0.336099382,104.8009395
4,40,1,89.9,0.6,6.78,0.768988264,0.352621193,92.90110172
4,40,1,89.9,0.8,6.78,0.728357153,0.315948809,98.20582058
4,40,1,89.9,1,6.78,0.684698811,0.289525224,100.744821
4,40,1,89.9,1.2,6.78,0.650737743,0.276758074,100.1648302
4,40,1.2,89.9,0.4,6.78,0.741339385,0.440861661,71.63484128
4,40,1.2,89.9,0.6,6.78,0.708730711,0.309251696,97.62897389
4,40,1.2,89.9,0.8,6.78,0.672793524,0.271989249,105.3754947
4,40,1.2,89.9,1,6.78,0.629032095,0.299921259,89.3460004
4,40,1.2,89.9,1.2,6.78,0.588899735,0.296117286,84.72023689
4,40,1.4,89.9,0.4,6.78,0.690147504,0.318196912,92.39650068
4,40,1.4,89.9,0.6,6.78,0.654009611,0.277565481,100.3756194
4,40,1.4,89.9,0.8,6.78,0.6126272,0.286016932,91.24605436
4,40,1.4,89.9,1,6.78,0.583417144,0.253657745,97.98071889
4,40,1.4,89.9,1.2,6.78,0.558113505,0.221531365,107.3240049
4,40,1.6,89.9,0.4,6.78,0.602340038,0.436457389,58.79081008
4,40,1.6,89.9,0.6,6.78,0.600926179,0.284350163,90.02791778
4,40,1.6,89.9,0.8,6.78,0.570181167,0.253476258,95.8263936
4,40,1.6,89.9,1,6.78,0.54444744,0.213242803,108.7654947
4,40,1.6,89.9,1.2,6.78,0.513553935,0.202219752,108.1862454
4,40,1.8,89.9,0.4,6.78,0.579555414,0.305479576,80.82065223
4,40,1.8,89.9,0.6,6.78,0.544822069,0.289879517,80.06574033
4,40,1.8,89.9,0.8,6.78,0.528684622,0.219912141,102.4134585
4,40,1.8,89.9,1,6.78,0.50209369,0.195497815,109.4088412
4,40,1.8,89.9,1.2,6.78,0.471505788,0.192319311,104.4416434
4,45,0.8,9.9,0.4,6.78,1.302723463,0.558188071,99.42171407
4,45,0.8,9.9,0.6,6.78,1.227758276,0.488770778,107.0082346
4,45,0.8,9.9,0.8,6.78,1.157819713,0.472828261,104.3150751
4,45,0.8,9.9,1,6.78,1.100017781,0.424642227,110.353494
4,45,0.8,9.9,1.2,6.78,1.041672932,0.414771959,106.9871338
4,45,1,9.9,0.4,6.78,1.202115643,0.484659543,105.6620524
4,45,1,9.9,0.6,6.78,1.135648321,0.428873256,112.8039897
4,45,1,9.9,0.8,6.78,1.072729847,0.442506505,103.2714483
4,45,1,9.9,1,6.78,1.01826653,0.378754426,114.5284318
4,45,1,9.9,1.2,6.78,0.967345248,0.35942586,114.6520289
4,45,1.2,9.9,0.4,6.78,1.113172646,0.419157935,113.1343266
4,45,1.2,9.9,0.6,6.78,1.051573078,0.384562606,116.4882094
4,45,1.2,9.9,0.8,6.78,0.997092221,0.350781159,121.0900981
4,45,1.2,9.9,1,6.78,0.940209958,0.342968189,116.7832529
4,45,1.2,9.9,1.2,6.78,0.899283394,0.315329544,121.4902635
4,45,1.4,9.9,0.4,6.78,1.025628033,0.316655389,137.9788629
4,45,1.4,9.9,0.6,6.78,0.974240931,0.351375772,118.1147462
4,45,1.4,9.9,0.8,6.78,0.924621258,0.32161217,122.4731709
4,45,1.4,9.9,1,6.78,0.875981687,0.308683359,120.8902768
4,45,1.4,9.9,1.2,6.78,0.834036103,0.288630761,123.0982273
4,45,1.6,9.9,0.4,6.78,0.95330337,0.36200521,112.1826952
4,45,1.6,9.9,0.6,6.78,0.903717714,0.320343066,120.1785695
4,45,1.6,9.9,0.8,6.78,0.856957665,0.30181772,120.955103
4,45,1.6,9.9,1,6.78,0.815543906,0.277277195,125.2976015
4,45,1.6,9.9,1.2,6.78,0.775641125,0.260691687,126.7486104
4,45,1.8,9.9,0.4,6.78,0.879900453,0.349503665,107.2485352
4,45,1.8,9.9,0.6,6.78,0.836318888,0.308548456,115.4670552
4,45,1.8,9.9,0.8,6.78,0.795115941,0.276777107,122.3798334
4,45,1.8,9.9,1,6.78,0.755878836,0.263515049,122.195813
4,45,1.8,9.9,1.2,6.78,0.717185786,0.250496881,121.9660371
4,45,0.8,29.9,0.4,6.78,1.25034753,0.501410778,106.229867
4,45,0.8,29.9,0.6,6.78,1.178002961,0.452678961,110.8576414
4,45,0.8,29.9,0.8,6.78,1.11444914,0.422840278,112.2776892
4,45,0.8,29.9,1,6.78,1.056404456,0.398831899,112.8365764
4,45,0.8,29.9,1.2,6.78,1.001416527,0.387496066,110.0923189
4,45,1,29.9,0.4,6.78,1.155263912,0.435975942,112.8829226
4,45,1,29.9,0.6,6.78,1.0907527,0.393500611,118.0838348
4,45,1,29.9,0.8,6.78,1.033334869,0.366358209,120.1557946
4,45,1,29.9,1,6.78,0.978591877,0.356691888,116.8740075
4,45,1,29.9,1.2,6.78,0.928312369,0.347250205,113.8836004
4,45,1.2,29.9,0.4,6.78,1.069016522,0.39123462,116.4009972
4,45,1.2,29.9,0.6,6.78,1.011649977,0.350045366,123.1162859
4,45,1.2,29.9,0.8,6.78,0.958028066,0.333319842,122.4409321
4,45,1.2,29.9,1,6.78,0.908502312,0.310878636,124.4929392
4,45,1.2,29.9,1.2,6.78,0.862781548,0.302510474,121.498242
4,45,1.4,29.9,0.4,6.78,0.989897252,0.361847781,116.5396654
4,45,1.4,29.9,0.6,6.78,0.937789541,0.325927197,122.5728674
4,45,1.4,29.9,0.8,6.78,0.886990779,0.310660785,121.6304272
4,45,1.4,29.9,1,6.78,0.842885518,0.290438499,123.6300288
4,45,1.4,29.9,1.2,6.78,0.803262887,0.271843679,125.8774756
4,45,1.6,29.9,0.4,6.78,0.917487936,0.336183459,116.260874
4,45,1.6,29.9,0.6,6.78,0.864764431,0.30819498,119.5313489
4,45,1.6,29.9,0.8,6.78,0.82693615,0.278661582,126.4166976
4,45,1.6,29.9,1,6.78,0.784576125,0.264048351,126.5788632
4,45,1.6,29.9,1.2,6.78,0.745491742,0.253337953,125.3580251
4,45,1.8,29.9,0.4,6.78,0.848045052,0.324197049,111.4344384
4,45,1.8,29.9,0.6,6.78,0.806214691,0.287492618,119.4630427
4,45,1.8,29.9,0.8,6.78,0.7657655,0.262869628,124.0980474
4,45,1.8,29.9,1,6.78,0.726165452,0.250265487,123.6073177
4,45,1.8,29.9,1.2,6.78,0.694659784,0.228590619,129.4563374
4,45,0.8,49.9,0.4,6.78,1.19531152,0.467568782,108.9043333
4,45,0.8,49.9,0.6,6.78,1.125257406,0.418843035,114.4485103
4,45,0.8,49.9,0.8,6.78,1.064418555,0.399484729,113.5067833
4,45,0.8,49.9,1,6.78,1.008537747,0.379077173,113.3376193
4,45,0.8,49.9,1.2,6.78,0.961007925,0.356519186,114.82954
4,45,1,49.9,0.4,6.78,1.103943295,0.414268787,113.520453
4,45,1,49.9,0.6,6.78,1.041677193,0.388407601,114.2496815
4,45,1,49.9,0.8,6.78,0.986430599,0.356015854,118.0339006
4,45,1,49.9,1,6.78,0.936225829,0.335856392,118.7508048
4,45,1,49.9,1.2,6.78,0.891085622,0.317792346,119.4498382
4,45,1.2,49.9,0.4,6.78,1.022435967,0.367627772,118.4779058
4,45,1.2,49.9,0.6,6.78,0.965687305,0.348282255,118.1176334
4,45,1.2,49.9,0.8,6.78,0.915113477,0.321063933,121.4207728
4,45,1.2,49.9,1,6.78,0.872055657,0.293154953,126.7233161
4,45,1.2,49.9,1.2,6.78,0.827276813,0.285182794,123.5768426
4,45,1.4,49.9,0.4,6.78,0.945854639,0.351427969,114.6562246
4,45,1.4,49.9,0.6,6.78,0.896283546,0.317338479,120.3184559
4,45,1.4,49.9,0.8,6.78,0.852026503,0.284026525,127.7920293
4,45,1.4,49.9,1,6.78,0.809835736,0.268229356,128.617538
4,45,1.4,49.9,1.2,6.78,0.769158187,0.262786634,124.6872244
4,45,1.6,49.9,0.4,6.78,0.878175524,0.320611791,116.6840249
4,45,1.6,49.9,0.6,6.78,0.833698798,0.287794231,123.4061073
4,45,1.6,49.9,0.8,6.78,0.790545865,0.272137812,123.750723
4,45,1.6,49.9,1,6.78,0.75353063,0.248151023,129.3583307
4,45,1.6,49.9,1.2,6.78,0.715325742,0.24253336,125.6440517
4,45,1.8,49.9,0.4,6.78,0.810045004,0.31307524,110.2224318
4,45,1.8,49.9,0.6,6.78,0.774022752,0.269358716,122.4143291
4,45,1.8,49.9,0.8,6.78,0.736469601,0.245308611,127.8944191
4,45,1.8,49.9,1,6.78,0.698792113,0.236279229,125.9888211
4,45,1.8,49.9,1.2,6.78,0.664570933,0.226769061,124.8438356
4,45,0.8,69.9,0.4,6.78,1.141705616,0.443476457,109.671335
4,45,0.8,69.9,0.6,6.78,1.075433613,0.412727454,111.0017461
4,45,0.8,69.9,0.8,6.78,1.015615925,0.393550517,109.9356572
4,45,0.8,69.9,1,6.78,0.96608138,0.358317033,114.8565642
4,45,0.8,69.9,1.2,6.78,0.91565577,0.353831478,110.2415554
4,45,1,69.9,0.4,6.78,1.053988052,0.399884669,112.2820919
4,45,1,69.9,0.6,6.78,0.995464778,0.367638223,115.3492572
4,45,1,69.9,0.8,6.78,0.94462134,0.336051323,119.7461904
4,45,1,69.9,1,6.78,0.895787994,0.323299879,118.0345794
4,45,1,69.9,1.2,6.78,0.851389157,0.3062616,118.4254734
4,45,1.2,69.9,0.4,6.78,0.976911317,0.356749315,116.6545157
4,45,1.2,69.9,0.6,6.78,0.922838519,0.324742718,121.0586578
4,45,1.2,69.9,0.8,6.78,0.875624066,0.309265003,120.6136539
4,45,1.2,69.9,1,6.78,0.831399172,0.291912044,121.3297036
4,45,1.2,69.9,1.2,6.78,0.789201403,0.28404708,118.3605791
4,45,1.4,69.9,0.4,6.78,0.900498167,0.34774127,110.3154038
4,45,1.4,69.9,0.6,6.78,0.85806687,0.299996775,121.8467949
4,45,1.4,69.9,0.8,6.78,0.814467665,0.275668706,125.8623804
4,45,1.4,69.9,1,6.78,0.773568076,0.265809763,123.9758725
4,45,1.4,69.9,1.2,6.78,0.7372582,0.246483244,127.4212241
4,45,1.6,69.9,0.4,6.78,0.840135086,0.31330535,114.2328135
4,45,1.6,69.9,0.6,6.78,0.796355538,0.280308767,121.0263361
4,45,1.6,69.9,0.8,6.78,0.758348567,0.254258159,127.0584447
4,45,1.6,69.9,1,6.78,0.71906778,0.245927123,124.5583829
4,45,1.6,69.9,1.2,6.78,0.684174469,0.230808501,126.2771078
4,45,1.8,69.9,0.4,6.78,0.776814972,0.304972001,108.5093545
4,45,1.8,69.9,0.6,6.78,0.740153403,0.259318756,121.5898643
4,45,1.8,69.9,0.8,6.78,0.7028575,0.243918865,122.7528134
4,45,1.8,69.9,1,6.78,0.667480705,0.231666131,122.7398906
4,45,1.8,69.9,1.2,6.78,0.634402561,0.218695353,123.5762276
4,45,0.8,89.9,0.4,6.78,1.082876566,0.450534958,102.3905847
4,45,0.8,89.9,0.6,6.78,1.024936481,0.395306713,110.4516795
4,45,0.8,89.9,0.8,6.78,0.971547631,0.443988564,93.21844954
4,45,0.8,89.9,1,6.78,0.922003324,0.343968707,114.1886965
4,45,0.8,89.9,1.2,6.78,0.873089689,0.421037258,88.33806711
4,45,1,89.9,0.4,6.78,1.001477637,0.396505502,107.597356
4,45,1,89.9,0.6,6.78,0.950210177,0.375582346,107.7764982
4,45,1,89.9,0.8,6.78,0.902269011,0.31076297,123.6848027
4,45,1,89.9,1,6.78,0.854802631,0.308708735,117.9577539
4,45,1,89.9,1.2,6.78,0.810890601,0.299728955,115.2505824
4,45,1.2,89.9,0.4,6.78,0.929272373,0.354116777,111.7908054
4,45,1.2,89.9,0.6,6.78,0.880732056,0.311657439,120.3859678
4,45,1.2,89.9,0.8,6.78,0.83615677,0.296634172,120.0814969
4,45,1.2,89.9,1,6.78,0.794081886,0.281916831,119.9924294
4,45,1.2,89.9,1.2,6.78,0.755642454,0.269570602,119.4134878
4,45,1.4,89.9,0.4,6.78,0.864348893,0.314719229,116.9971719
4,45,1.4,89.9,0.6,6.78,0.81557995,0.307307448,113.0584474
4,45,1.4,89.9,0.8,6.78,0.777646965,0.270897269,122.2890068
4,45,1.4,89.9,1,6.78,0.738777202,0.257934864,122.014937
4,45,1.4,89.9,1.2,6.78,0.701525083,0.24301673,122.9749327
4,45,1.6,89.9,0.4,6.78,0.797690619,0.309240866,109.8872148
4,45,1.6,89.9,0.6,6.78,0.757855705,0.277595551,116.3010364
4,45,1.6,89.9,0.8,6.78,0.722474515,0.253586473,121.3685074
4,45,1.6,89.9,1,6.78,0.690003254,0.228537006,128.6187154
4,45,1.6,89.9,1.2,6.78,0.654826941,0.222533608,125.3546622
4,45,1.8,89.9,0.4,6.78,0.743710944,0.286597365,110.5456205
4,45,1.8,89.9,0.6,6.78,0.707279466,0.247135878,121.9171533
4,45,1.8,89.9,0.8,6.78,0.669787267,0.222290169,128.358961
4,45,1.8,89.9,1,6.78,0.638012,0.226855155,119.8090864
4,45,1.8,89.9,1.2,6.78,0.605046342,0.215327299,119.7013666
4,50,0.8,9.9,0.4,6.78,1.544047748,0.618269689,106.3879237
4,50,0.8,9.9,0.6,6.78,1.453397339,0.582830041,106.2311771
4,50,0.8,9.9,0.8,6.78,1.378537079,0.527123125,111.4078891
4,50,0.8,9.9,1,6.78,1.311657209,0.484263613,115.3846601
4,50,0.8,9.9,1.2,6.78,1.247404375,0.469225591,113.2491979
4,50,1,9.9,0.4,6.78,1.431238252,0.566640469,107.6004058
4,50,1,9.9,0.6,6.78,1.352880515,0.495323269,116.3537202
4,50,1,9.9,0.8,6.78,1.282655243,0.476828457,114.5928014
4,50,1,9.9,1,6.78,1.222245307,0.426376503,122.1165924
4,50,1,9.9,1.2,6.78,1.16143407,0.423834265,116.7368741
4,50,1.2,9.9,0.4,6.78,1.331047268,0.488313492,116.1192754
4,50,1.2,9.9,0.6,6.78,1.260902244,0.444299311,120.8969486
4,50,1.2,9.9,0.8,6.78,1.197308384,0.416013035,122.6051315
4,50,1.2,9.9,1,6.78,1.141255006,0.380480401,127.7791417
4,50,1.2,9.9,1.2,6.78,1.08808522,0.362487494,127.8731743
4,50,1.4,9.9,0.4,6.78,1.240122065,0.445112386,118.6873185
4,50,1.4,9.9,0.6,6.78,1.176451991,0.394490686,127.0419108
4,50,1.4,9.9,0.8,6.78,1.117440863,0.377426819,126.1250509
4,50,1.4,9.9,1,6.78,1.066090337,0.346061284,131.2352653
4,50,1.4,9.9,1.2,6.78,1.01729364,0.325163917,133.2764896
4,50,1.6,9.9,0.4,6.78,1.154959013,0.411402456,119.5939623
4,50,1.6,9.9,0.6,6.78,1.093670516,0.385493301,120.8590651
4,50,1.6,9.9,0.8,6.78,1.045802655,0.335654631,132.7292557
4,50,1.6,9.9,1,6.78,0.996747616,0.315975579,134.3820461
4,50,1.6,9.9,1.2,6.78,0.950543867,0.302960497,133.6582352
4,50,1.8,9.9,0.4,6.78,1.077110534,0.382940548,119.8225286
4,50,1.8,9.9,0.6,6.78,1.024490382,0.367220923,118.8474943
4,50,1.8,9.9,0.8,6.78,0.976652205,0.313170584,132.8521341
4,50,1.8,9.9,1,6.78,0.931543351,0.295885604,134.118534
4,50,1.8,9.9,1.2,6.78,0.890586545,0.274586992,138.1674467
4,50,0.8,29.9,0.4,6.78,1.476665082,0.578545224,108.7312185
4,50,0.8,29.9,0.6,6.78,1.395878301,0.510554409,116.4702714
4,50,0.8,29.9,0.8,6.78,1.322557231,0.48202946,116.8827592
4,50,0.8,29.9,1,6.78,1.258777835,0.44633826,120.1419103
4,50,0.8,29.9,1.2,6.78,1.198983929,0.426807923,119.6714221
4,50,1,29.9,0.4,6.78,1.372268676,0.500591004,116.7792474
4,50,1,29.9,0.6,6.78,1.299396484,0.447420734,123.7186417
4,50,1,29.9,0.8,6.78,1.230869781,0.436128874,120.2283348
4,50,1,29.9,1,6.78,1.173070984,0.39872356,125.3319962
4,50,1,29.9,1.2,6.78,1.118958536,0.378284406,126.0100305
4,50,1.2,29.9,0.4,6.78,1.277584281,0.439779654,123.7553518
4,50,1.2,29.9,0.6,6.78,1.210845276,0.403997676,127.678963
4,50,1.2,29.9,0.8,6.78,1.150698984,0.378945165,129.3584853
4,50,1.2,29.9,1,6.78,1.093721912,0.361455707,128.9025145
4,50,1.2,29.9,1.2,6.78,1.04609103,0.33851012,131.6459138
4,50,1.4,29.9,0.4,6.78,1.189008676,0.418542142,121.0195108
4,50,1.4,29.9,0.6,6.78,1.128864426,0.379332051,126.774472
4,50,1.4,29.9,0.8,6.78,1.076356638,0.337446465,135.881669
4,50,1.4,29.9,1,6.78,1.026617829,0.315185838,138.755967
4,50,1.4,29.9,1.2,6.78,0.978719736,0.30694417,135.8340091
4,50,1.6,29.9,0.4,6.78,1.10992517,0.378014313,125.0820581
4,50,1.6,29.9,0.6,6.78,1.054281979,0.344771803,130.2670581
4,50,1.6,29.9,0.8,6.78,1.002481253,0.328835208,129.8696025
4,50,1.6,29.9,1,6.78,0.960082787,0.294917874,138.6810594
4,50,1.6,29.9,1.2,6.78,0.915540866,0.283614445,137.5178106
4,50,1.8,29.9,0.4,6.78,1.034834182,0.359843547,122.508609
4,50,1.8,29.9,0.6,6.78,0.98473644,0.325792809,128.7621079
4,50,1.8,29.9,0.8,6.78,0.941385247,0.291015907,137.8034916
4,50,1.8,29.9,1,6.78,0.896912777,0.277586744,137.6451935
4,50,1.8,29.9,1.2,6.78,0.853792344,0.271100998,134.1623638
4,50,0.8,49.9,0.4,6.78,1.411292976,0.53177581,113.0571842
4,50,0.8,49.9,0.6,6.78,1.3318259,0.488768312,116.0790851
4,50,0.8,49.9,0.8,6.78,1.263446342,0.465835517,115.5403733
4,50,0.8,49.9,1,6.78,1.202757333,0.452260366,113.2919482
4,50,0.8,49.9,1.2,6.78,1.145916708,0.409486205,119.2129234
4,50,1,49.9,0.4,6.78,1.311991808,0.459615253,121.6035498
4,50,1,49.9,0.6,6.78,1.242391619,0.417039892,126.9084312
4,50,1,49.9,0.8,6.78,1.180175216,0.393853831,127.6500469
4,50,1,49.9,1,6.78,1.124265119,0.367587451,130.2919615
4,50,1,49.9,1.2,6.78,1.072092772,0.353661019,129.1382022
4,50,1.2,49.9,0.4,6.78,1.219805531,0.429221545,121.0650113
4,50,1.2,49.9,0.6,6.78,1.155629162,0.391916657,125.6129262
4,50,1.2,49.9,0.8,6.78,1.099081658,0.363894115,128.6662045
4,50,1.2,49.9,1,6.78,1.050450278,0.333032314,134.3688769
4,50,1.2,49.9,1.2,6.78,1.001753667,0.317946511,134.219754
4,50,1.4,49.9,0.4,6.78,1.138782225,0.387230555,125.2796764
4,50,1.4,49.9,0.6,6.78,1.081991458,0.344742249,133.7023015
4,50,1.4,49.9,0.8,6.78,1.030826201,0.320516023,137.0077913
4,50,1.4,49.9,1,6.78,0.981146091,0.307884421,135.7549037
4,50,1.4,49.9,1.2,6.78,0.937541075,0.291285856,137.1135797
4,50,1.6,49.9,0.4,6.78,1.061663916,0.360916269,125.3112782
4,50,1.6,49.9,0.6,6.78,1.009923181,0.326455943,131.7872282
4,50,1.6,49.9,0.8,6.78,0.963787758,0.296786315,138.3397851
4,50,1.6,49.9,1,6.78,0.919761274,0.279563721,140.1534747
4,50,1.6,49.9,1.2,6.78,0.877487141,0.266652212,140.1861577
4,50,1.8,49.9,0.4,6.78,0.99337968,0.327999864,129.018257
4,50,1.8,49.9,0.6,6.78,0.944997727,0.301203631,133.6534342
4,50,1.8,49.9,0.8,6.78,0.900758407,0.279907946,137.0890161
4,50,1.8,49.9,1,6.78,0.859899849,0.263860033,138.8301593
4,50,1.8,49.9,1.2,6.78,0.822085022,0.248310115,141.0366188
4,50,0.8,69.9,0.4,6.78,1.345053791,0.517883619,110.6412416
4,50,0.8,69.9,0.6,6.78,1.27253986,0.460081772,117.827301
4,50,0.8,69.9,0.8,6.78,1.204259422,0.443351983,115.7126821
4,50,0.8,69.9,1,6.78,1.149142264,0.404592391,120.9945056
